customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,customer_segment
3259,210.0,2,2138.01,2,1,1,Lost
2933,210.0,2,9327.36,2,1,1,Lost
1282,210.0,3,22740.37,2,2,2,Lost
2428,210.0,6,39127.76,2,3,3,At Risk (High Value)
989,210.0,7,40818.71,2,3,4,At Risk (High Value)
34,210.0,7,53382.94,2,4,4,At Risk (High Value)
3195,210.0,7,56235.63,2,4,4,At Risk (High Value)
1128,209.0,1,2625.49,2,1,1,Lost
4412,209.0,1,3964.54,2,1,1,Lost
2306,209.0,3,13039.15,2,2,2,Lost
4895,209.0,3,19524.47,2,2,2,Lost
4866,209.0,3,19903.739999999998,2,2,2,Lost
3684,209.0,3,19998.54,2,2,2,Lost
4819,209.0,4,9569.490000000002,2,2,1,Lost
3080,209.0,4,20552.57,2,2,2,Lost
556,209.0,5,17098.75,2,3,2,Needs Attention
4937,209.0,5,28912.36,2,3,3,At Risk (High Value)
3121,209.0,6,45535.38,2,3,4,At Risk (High Value)
1608,209.0,7,19110.97,2,3,2,Needs Attention
1342,209.0,8,51444.64,2,4,4,At Risk (High Value)
1651,209.0,9,52171.81,2,4,4,At Risk (High Value)
4089,208.0,1,886.86,2,1,1,Lost
3959,208.0,1,3486.24,2,1,1,Lost
1010,208.0,1,3848.0,2,1,1,Lost
1752,208.0,2,10545.59,2,1,1,Lost
2492,208.0,2,12388.71,2,2,2,Lost
4699,208.0,2,16237.310000000001,2,2,2,Lost
571,208.0,3,22526.58,2,2,2,Lost
2460,208.0,5,20783.51,2,3,2,Needs Attention
1263,208.0,6,30482.379999999997,2,3,3,At Risk (High Value)
4169,207.0,1,2542.24,2,1,1,Lost
865,207.0,1,4358.36,2,1,1,Lost
2093,207.0,2,5132.71,2,1,1,Lost
1912,207.0,2,16886.66,2,2,2,Lost
4490,207.0,3,16934.85,2,2,2,Lost
3198,207.0,4,13384.85,2,2,2,Lost
3093,207.0,4,15127.35,2,2,2,Lost
2435,207.0,4,17048.420000000002,2,2,2,Lost
4906,207.0,4,17247.93,2,2,2,Lost
2013,207.0,4,17668.29,2,2,2,Lost
4053,207.0,4,24632.55,2,2,3,Lost
75,207.0,4,31108.93,2,2,3,Lost
3834,207.0,5,16020.36,2,3,2,Needs Attention
1760,207.0,6,25660.33,2,3,3,At Risk (High Value)
3173,207.0,6,51356.65,2,3,4,At Risk (High Value)
68,207.0,7,50204.52,2,4,4,At Risk (High Value)
3268,207.0,7,52875.03,2,4,4,At Risk (High Value)
426,207.0,9,47024.39,2,4,4,At Risk (High Value)
3350,206.0,1,8019.98,2,1,1,Lost
4358,206.0,1,8344.04,2,1,1,Lost
2755,206.0,2,2915.3599999999997,2,1,1,Lost
2528,206.0,2,9185.29,2,1,1,Lost
4280,206.0,2,9335.29,2,1,1,Lost
1112,206.0,3,16026.34,2,2,2,Lost
2401,206.0,4,9932.71,2,2,1,Lost
2297,206.0,4,14858.74,2,2,2,Lost
1884,206.0,4,14930.67,2,2,2,Lost
1040,206.0,5,34342.5,2,3,3,At Risk (High Value)
3975,206.0,6,25111.93,2,3,3,At Risk (High Value)
1340,206.0,7,30409.510000000002,2,3,3,At Risk (High Value)
2061,206.0,7,53527.99,2,4,4,At Risk (High Value)
4676,205.0,2,13542.15,2,2,2,Lost
4594,205.0,4,26262.23,2,2,3,Lost
1889,205.0,5,24033.329999999998,2,3,3,At Risk (High Value)
885,205.0,7,40778.59,2,3,4,At Risk (High Value)
1717,205.0,8,45873.07,2,4,4,At Risk (High Value)
47,205.0,8,58756.46,2,4,4,At Risk (High Value)
3476,205.0,9,53571.520000000004,2,4,4,At Risk (High Value)
286,205.0,10,47034.369999999995,2,4,4,At Risk (High Value)
2032,205.0,10,56094.1,2,4,4,At Risk (High Value)
3628,204.0,1,5345.23,2,1,1,Lost
4902,204.0,2,5351.08,2,1,1,Lost
3058,204.0,2,12228.2,2,2,2,Lost
1771,204.0,3,10688.99,2,2,1,Lost
2769,204.0,4,19864.16,2,2,2,Lost
2067,204.0,4,22497.25,2,2,2,Lost
582,204.0,5,23612.7,2,3,3,At Risk (High Value)
1380,204.0,6,40458.1,2,3,4,At Risk (High Value)
4774,204.0,7,26747.19,2,3,3,At Risk (High Value)
208,204.0,7,29620.98,2,3,3,At Risk (High Value)
1130,204.0,10,51750.64,2,4,4,At Risk (High Value)
1058,203.0,1,8131.46,2,1,1,Lost
575,203.0,1,10580.07,2,1,1,Lost
2590,203.0,2,8580.95,2,1,1,Lost
3924,203.0,2,10346.43,2,1,1,Lost
2197,203.0,2,14002.92,2,2,2,Lost
949,203.0,4,11976.34,2,2,2,Lost
1797,203.0,4,19134.37,2,2,2,Lost
3730,203.0,5,39145.67,2,3,3,At Risk (High Value)
2855,203.0,6,27026.0,2,3,3,At Risk (High Value)
2168,203.0,6,43484.26,2,3,4,At Risk (High Value)
1547,203.0,7,41837.0,2,4,4,At Risk (High Value)
686,203.0,9,30632.02,2,4,3,At Risk (High Value)
4254,202.0,1,387.32,2,1,1,Lost
2610,202.0,1,7068.8,2,1,1,Lost
2381,202.0,1,7767.85,2,1,1,Lost
2055,202.0,3,17822.66,2,2,2,Lost
4505,202.0,4,26759.59,2,2,3,Lost
2379,202.0,5,24486.61,2,3,3,At Risk (High Value)
3061,202.0,6,18796.51,2,3,2,Needs Attention
3994,202.0,6,26871.77,2,3,3,At Risk (High Value)
231,202.0,7,43839.04,2,4,4,At Risk (High Value)
762,202.0,9,28940.73,2,4,3,At Risk (High Value)
3580,202.0,9,29260.02,2,4,3,At Risk (High Value)
2834,201.0,1,10288.96,2,1,1,Lost
1997,201.0,2,3423.72,2,1,1,Lost
1996,201.0,3,9045.3,2,2,1,Lost
3683,201.0,3,9118.560000000001,2,2,1,Lost
3528,201.0,7,40127.53,2,3,4,At Risk (High Value)
1750,201.0,8,60039.85,2,4,4,At Risk (High Value)
1765,201.0,10,66543.84,2,4,4,At Risk (High Value)
4533,200.0,1,4165.88,2,1,1,Lost
1372,200.0,3,15333.57,2,2,2,Lost
2483,200.0,5,12978.0,2,3,2,Needs Attention
1837,200.0,6,23585.23,2,3,3,At Risk (High Value)
2526,200.0,8,39781.39,2,4,3,At Risk (High Value)
2726,200.0,8,44514.81,2,4,4,At Risk (High Value)
2046,200.0,10,57559.04,2,4,4,At Risk (High Value)
2496,199.0,2,13474.27,2,2,2,Lost
2814,199.0,4,12737.25,2,2,2,Lost
1337,199.0,5,9974.9,2,3,1,Needs Attention
2953,199.0,6,21153.96,2,3,2,Needs Attention
1300,199.0,6,29672.13,2,3,3,At Risk (High Value)
4084,199.0,6,33376.85,2,3,3,At Risk (High Value)
3880,199.0,6,39187.84,2,3,3,At Risk (High Value)
1008,199.0,7,41191.78,2,4,4,At Risk (High Value)
3042,198.0,1,3439.13,2,1,1,Lost
565,198.0,1,7624.08,2,1,1,Lost
2514,198.0,1,12650.75,2,1,2,Lost
4891,198.0,2,4233.1,2,1,1,Lost
1885,198.0,2,15349.92,2,2,2,Lost
4760,198.0,2,21131.97,2,2,2,Lost
2444,198.0,4,38739.58,2,3,3,At Risk (High Value)
1213,198.0,6,37531.76,2,3,3,At Risk (High Value)
806,198.0,7,27022.83,2,3,3,At Risk (High Value)
123,198.0,7,40022.490000000005,2,3,4,At Risk (High Value)
1416,198.0,8,60836.57,2,4,4,At Risk (High Value)
3831,198.0,10,71316.83,2,4,4,At Risk (High Value)
1319,197.0,1,2900.78,2,1,1,Lost
2325,197.0,3,27471.91,2,2,3,Lost
2124,197.0,5,15957.810000000001,2,3,2,Needs Attention
3820,197.0,5,32089.530000000002,2,3,3,At Risk (High Value)
2662,196.0,1,934.06,2,1,1,Lost
4783,196.0,1,3717.13,2,1,1,Lost
1417,196.0,1,4670.64,2,1,1,Lost
2530,196.0,2,6702.47,2,1,1,Lost
4051,196.0,2,7110.700000000001,2,1,1,Lost
428,196.0,2,9265.02,2,1,1,Lost
177,196.0,2,9896.16,2,1,1,Lost
2915,196.0,2,10763.039999999999,2,1,2,Lost
4386,196.0,2,11703.720000000001,2,1,2,Lost
2891,196.0,2,16155.71,2,2,2,Lost
3381,196.0,3,9719.23,2,2,1,Lost
1152,196.0,3,13366.29,2,2,2,Lost
2684,196.0,4,12929.01,2,2,2,Lost
1668,196.0,4,25635.55,2,2,3,Lost
1162,196.0,7,25991.79,2,3,3,At Risk (High Value)
2252,196.0,7,39976.81,2,3,3,At Risk (High Value)
1486,196.0,9,50801.18,2,4,4,At Risk (High Value)
334,195.0,1,5086.33,2,1,1,Lost
4092,195.0,1,13286.3,2,1,2,Lost
1703,195.0,2,5926.6900000000005,2,1,1,Lost
3518,195.0,2,6379.18,2,1,1,Lost
1927,195.0,2,11774.27,2,2,2,Lost
3744,195.0,2,12216.689999999999,2,2,2,Lost
35,195.0,2,17589.260000000002,2,2,2,Lost
20,195.0,2,18255.64,2,2,2,Lost
3602,195.0,3,22723.85,2,2,2,Lost
1897,195.0,3,25380.32,2,2,3,Lost
1146,195.0,4,11949.130000000001,2,2,2,Lost
3266,195.0,5,24131.98,2,3,3,At Risk (High Value)
3157,195.0,6,29944.38,2,3,3,At Risk (High Value)
4821,195.0,6,38721.52,2,3,3,At Risk (High Value)
1124,195.0,7,27859.65,2,3,3,At Risk (High Value)
479,195.0,7,47644.0,2,4,4,At Risk (High Value)
530,195.0,7,61925.49,2,4,4,At Risk (High Value)
1089,194.0,1,1287.58,2,1,1,Lost
1526,194.0,2,6732.4,2,1,1,Lost
2374,194.0,5,24341.760000000002,2,3,3,At Risk (High Value)
628,194.0,5,33762.72,2,3,3,At Risk (High Value)
1700,193.0,3,13408.79,2,2,2,Lost
590,193.0,3,13769.39,2,2,2,Lost
632,193.0,3,15278.77,2,2,2,Lost
2642,193.0,4,16754.96,2,2,2,Lost
2304,193.0,6,31825.73,2,3,3,At Risk (High Value)
4567,193.0,7,42907.26,2,4,4,At Risk (High Value)
2375,193.0,7,43042.47,2,4,4,At Risk (High Value)
188,193.0,9,41480.01,2,4,4,At Risk (High Value)
4722,192.0,1,6146.18,2,1,1,Lost
3205,192.0,1,6388.24,2,1,1,Lost
2305,192.0,1,6684.91,2,1,1,Lost
757,192.0,1,10767.91,2,1,2,Lost
4900,192.0,2,10295.48,2,1,1,Lost
3002,192.0,2,10447.38,2,1,1,Lost
2384,192.0,2,13903.220000000001,2,2,2,Lost
194,192.0,3,14984.619999999999,2,2,2,Lost
2583,192.0,5,34425.66,2,3,3,At Risk (High Value)
4953,192.0,7,45092.73,2,4,4,At Risk (High Value)
215,192.0,7,47343.07,2,4,4,At Risk (High Value)
4990,192.0,8,39607.21,2,4,3,At Risk (High Value)
1006,191.0,2,17329.36,2,2,2,Lost
4130,191.0,3,16551.64,2,2,2,Lost
4263,191.0,5,42868.05,2,3,4,At Risk (High Value)
2882,191.0,6,31468.059999999998,2,3,3,At Risk (High Value)
1711,191.0,6,34890.33,2,3,3,At Risk (High Value)
1601,191.0,7,24695.95,2,3,3,At Risk (High Value)
4251,191.0,7,40521.89,2,3,4,At Risk (High Value)
2472,191.0,7,41343.49,2,4,4,At Risk (High Value)
4468,190.0,1,1079.83,2,1,1,Lost
1078,190.0,1,4453.44,2,1,1,Lost
3729,190.0,2,8216.07,2,1,1,Lost
4064,190.0,2,11720.35,2,2,2,Lost
1964,190.0,3,11900.98,2,2,2,Lost
4620,190.0,3,24257.86,2,2,3,Lost
17,190.0,5,20527.65,2,3,2,Needs Attention
1657,190.0,6,28399.69,2,3,3,At Risk (High Value)
355,190.0,8,54908.88,2,4,4,At Risk (High Value)
2249,189.0,1,779.37,2,1,1,Lost
195,189.0,1,7500.99,2,1,1,Lost
879,189.0,2,1882.66,2,1,1,Lost
4630,189.0,2,9260.26,2,1,1,Lost
3504,189.0,4,10143.94,2,2,1,Lost
4122,189.0,4,34493.72,2,3,3,At Risk (High Value)
1384,189.0,5,18003.690000000002,2,3,2,Needs Attention
1881,189.0,6,28194.29,2,3,3,At Risk (High Value)
1955,189.0,10,46290.18,2,4,4,At Risk (High Value)
3523,188.0,1,4583.26,2,1,1,Lost
3682,188.0,2,5905.450000000001,2,1,1,Lost
3137,188.0,2,8717.68,2,1,1,Lost
2073,188.0,2,9342.76,2,1,1,Lost
4327,188.0,3,13003.83,2,2,2,Lost
2028,188.0,4,18168.77,2,2,2,Lost
1675,188.0,4,19249.85,2,2,2,Lost
42,188.0,5,35058.42,2,3,3,At Risk (High Value)
1251,188.0,7,35456.28,2,3,3,At Risk (High Value)
732,188.0,8,36248.6,2,4,3,At Risk (High Value)
958,187.0,2,4153.4400000000005,2,1,1,Lost
2625,187.0,2,7054.06,2,1,1,Lost
2350,187.0,3,9136.11,2,2,1,Lost
1369,187.0,4,10894.25,2,2,2,Lost
1549,187.0,4,18113.989999999998,2,2,2,Lost
699,187.0,4,19621.239999999998,2,2,2,Lost
1814,187.0,4,20676.16,2,2,2,Lost
4328,187.0,4,24814.23,2,2,3,Lost
2218,187.0,6,39356.57,2,3,3,At Risk (High Value)
1165,187.0,7,30047.32,2,3,3,At Risk (High Value)
3888,187.0,7,41674.71,2,4,4,At Risk (High Value)
3549,187.0,7,43949.27,2,4,4,At Risk (High Value)
859,187.0,7,49465.3,2,4,4,At Risk (High Value)
1662,187.0,8,33377.42,2,4,3,At Risk (High Value)
1808,187.0,9,57264.229999999996,2,4,4,At Risk (High Value)
206,186.0,1,1987.37,2,1,1,Lost
3613,186.0,2,7104.17,2,1,1,Lost
3882,186.0,3,12768.69,2,2,2,Lost
3029,186.0,3,21672.75,2,2,2,Lost
1974,186.0,6,23161.79,2,3,3,At Risk (High Value)
838,186.0,6,31836.81,2,3,3,At Risk (High Value)
3571,186.0,6,34807.39,2,3,3,At Risk (High Value)
4688,186.0,6,55859.770000000004,2,3,4,At Risk (High Value)
1288,186.0,7,41231.84,2,4,4,At Risk (High Value)
4658,186.0,8,23952.73,2,4,3,At Risk (High Value)
2594,186.0,8,51881.37,2,4,4,At Risk (High Value)
4426,185.0,2,11688.3,2,1,2,Lost
2998,185.0,4,23911.83,2,2,3,Lost
1252,185.0,5,21941.13,2,3,2,Needs Attention
4112,185.0,5,25818.6,2,3,3,At Risk (High Value)
929,185.0,5,32948.72,2,3,3,At Risk (High Value)
2360,185.0,6,18121.32,2,3,2,Needs Attention
125,185.0,8,31616.010000000002,2,4,3,At Risk (High Value)
1473,184.0,1,4118.41,2,1,1,Lost
724,184.0,3,23097.489999999998,2,2,3,Lost
2744,184.0,5,28530.89,2,3,3,At Risk (High Value)
4874,184.0,5,32750.84,2,3,3,At Risk (High Value)
3,184.0,6,26369.05,2,3,3,At Risk (High Value)
853,184.0,6,30166.09,2,3,3,At Risk (High Value)
4352,184.0,7,47077.9,2,4,4,At Risk (High Value)
2247,184.0,7,53209.74,2,4,4,At Risk (High Value)
3620,184.0,8,32393.13,2,4,3,At Risk (High Value)
4182,184.0,8,41224.29,2,4,4,At Risk (High Value)
4311,183.0,1,5671.49,2,1,1,Lost
977,183.0,2,8016.77,2,1,1,Lost
2508,183.0,2,14213.19,2,2,2,Lost
4720,183.0,2,14232.82,2,2,2,Lost
3521,183.0,3,17770.53,2,2,2,Lost
2724,183.0,4,16788.42,2,2,2,Lost
2682,183.0,5,17402.11,2,3,2,Needs Attention
375,183.0,6,30994.23,2,3,3,At Risk (High Value)
3891,183.0,6,36458.61,2,3,3,At Risk (High Value)
574,183.0,7,43233.23,2,4,4,At Risk (High Value)
4456,183.0,8,35639.25,2,4,3,At Risk (High Value)
2467,183.0,8,45448.83,2,4,4,At Risk (High Value)
3183,183.0,10,63677.340000000004,2,4,4,At Risk (High Value)
4586,183.0,10,65654.54,2,4,4,At Risk (High Value)
2474,182.0,1,923.0,2,1,1,Lost
629,182.0,1,5750.76,2,1,1,Lost
675,182.0,1,6465.18,2,1,1,Lost
1811,182.0,1,7590.84,2,1,1,Lost
1742,182.0,2,8163.44,2,1,1,Lost
4729,182.0,2,14569.689999999999,2,2,2,Lost
650,182.0,2,15203.88,2,2,2,Lost
1830,182.0,2,16129.91,2,2,2,Lost
372,182.0,4,19438.73,2,2,2,Lost
935,182.0,5,28736.79,2,3,3,At Risk (High Value)
1738,182.0,6,19958.44,2,3,2,Needs Attention
306,182.0,8,46556.85,2,4,4,At Risk (High Value)
2394,181.0,2,5779.070000000001,2,1,1,Lost
3996,181.0,2,11932.980000000001,2,2,2,Lost
761,181.0,2,15868.5,2,2,2,Lost
2266,181.0,3,9949.220000000001,2,2,1,Lost
2327,181.0,3,18606.46,2,2,2,Lost
99,181.0,5,37917.77,2,3,3,At Risk (High Value)
263,181.0,6,32434.88,2,3,3,At Risk (High Value)
3238,181.0,6,33164.49,2,3,3,At Risk (High Value)
3847,181.0,7,38186.82,2,3,3,At Risk (High Value)
3449,181.0,7,42605.21,2,4,4,At Risk (High Value)
4844,181.0,7,53391.03,2,4,4,At Risk (High Value)
1725,181.0,9,42705.63,2,4,4,At Risk (High Value)
594,181.0,10,61143.22,2,4,4,At Risk (High Value)
1455,180.0,1,3318.7,2,1,1,Lost
1248,180.0,1,8394.1,2,1,1,Lost
1268,180.0,2,12484.419999999998,2,2,2,Lost
4443,180.0,2,12701.259999999998,2,2,2,Lost
312,180.0,3,9847.22,2,2,1,Lost
2299,180.0,3,12598.15,2,2,2,Lost
4189,180.0,4,14750.92,2,2,2,Lost
1005,180.0,5,16948.0,2,3,2,Needs Attention
4593,180.0,7,35838.72,2,3,3,At Risk (High Value)
3740,180.0,7,53436.3,2,4,4,At Risk (High Value)
2979,180.0,8,24417.18,2,4,3,At Risk (High Value)
2194,180.0,8,36488.11,2,4,3,At Risk (High Value)
3418,180.0,9,49077.92,2,4,4,At Risk (High Value)
2747,179.0,2,3728.63,2,1,1,Lost
3675,179.0,2,5314.24,2,1,1,Lost
3859,179.0,2,10005.23,2,1,1,Lost
2231,179.0,2,11880.04,2,2,2,Lost
1598,179.0,2,14624.84,2,2,2,Lost
186,179.0,2,19399.11,2,2,2,Lost
4823,179.0,3,20415.39,2,2,2,Lost
4400,179.0,3,25798.91,2,2,3,Lost
4737,179.0,5,22959.43,2,3,3,At Risk (High Value)
1994,179.0,5,29928.43,2,3,3,At Risk (High Value)
4528,179.0,6,26198.449999999997,2,3,3,At Risk (High Value)
3894,179.0,6,31907.05,2,3,3,At Risk (High Value)
4925,179.0,7,28750.54,2,3,3,At Risk (High Value)
4936,179.0,8,65244.46,2,4,4,At Risk (High Value)
3838,179.0,10,42181.52,2,4,4,At Risk (High Value)
3776,178.0,1,12237.68,2,1,2,Lost
1174,178.0,2,15617.630000000001,2,2,2,Lost
1068,178.0,3,13824.51,2,2,2,Lost
551,178.0,3,14231.6,2,2,2,Lost
4142,178.0,4,20170.47,2,2,2,Lost
371,178.0,5,11666.710000000001,2,3,2,Needs Attention
4220,178.0,5,16793.41,2,3,2,Needs Attention
2021,178.0,5,23520.58,2,3,3,At Risk (High Value)
2727,178.0,5,32357.44,2,3,3,At Risk (High Value)
769,178.0,6,39931.89,2,3,3,At Risk (High Value)
3065,178.0,7,20318.52,2,3,2,Needs Attention
1233,178.0,7,43109.020000000004,2,4,4,At Risk (High Value)
1571,178.0,8,37294.0,2,4,3,At Risk (High Value)
4798,178.0,8,45207.92,2,4,4,At Risk (High Value)
2186,178.0,9,31832.010000000002,2,4,3,At Risk (High Value)
4011,178.0,9,48866.45,2,4,4,At Risk (High Value)
2207,177.0,1,1293.83,2,1,1,Lost
282,177.0,1,9317.06,2,1,1,Lost
1569,177.0,1,12704.27,2,1,2,Lost
3352,177.0,2,6938.869999999999,2,1,1,Lost
1164,177.0,2,9795.029999999999,2,1,1,Lost
2807,177.0,2,12790.05,2,2,2,Lost
4814,177.0,4,30216.17,2,2,3,Lost
3396,177.0,6,28441.059999999998,2,3,3,At Risk (High Value)
4828,177.0,6,36004.1,2,3,3,At Risk (High Value)
1301,177.0,7,35242.91,2,3,3,At Risk (High Value)
3267,177.0,7,40083.69,2,3,4,At Risk (High Value)
2677,176.0,1,12954.83,2,1,2,Lost
1636,176.0,2,6072.9,2,1,1,Lost
3851,176.0,3,7407.65,2,2,1,Lost
4497,176.0,3,33038.33,2,2,3,Lost
4920,176.0,5,21763.04,2,3,2,Needs Attention
4643,176.0,5,40779.96,2,3,4,At Risk (High Value)
4146,176.0,5,52227.63,2,3,4,At Risk (High Value)
3500,176.0,6,25410.96,2,3,3,At Risk (High Value)
3281,176.0,6,37558.05,2,3,3,At Risk (High Value)
4506,176.0,6,40436.29,2,3,4,At Risk (High Value)
4632,176.0,7,48890.3,2,4,4,At Risk (High Value)
4793,175.0,1,3662.76,2,1,1,Lost
3092,175.0,1,11809.94,2,1,2,Lost
3553,175.0,2,6411.13,2,1,1,Lost
4742,175.0,2,13464.22,2,2,2,Lost
1730,175.0,2,16289.35,2,2,2,Lost
744,175.0,3,11183.789999999999,2,2,2,Lost
4941,175.0,4,14888.67,2,2,2,Lost
3610,175.0,4,16930.68,2,2,2,Lost
26,175.0,4,21468.66,2,2,2,Lost
3693,175.0,5,28757.27,2,3,3,At Risk (High Value)
1139,175.0,5,30627.36,2,3,3,At Risk (High Value)
1464,175.0,6,35673.99,2,3,3,At Risk (High Value)
2991,175.0,6,40907.86,2,3,4,At Risk (High Value)
4156,175.0,10,41266.72,2,4,4,At Risk (High Value)
2215,174.0,1,3427.91,2,1,1,Lost
3227,174.0,1,10920.97,2,1,2,Lost
3914,174.0,2,9772.490000000002,2,1,1,Lost
2026,174.0,4,44754.71,2,3,4,At Risk (High Value)
78,174.0,5,21281.46,2,3,2,Needs Attention
3559,174.0,5,28890.09,2,3,3,At Risk (High Value)
4973,174.0,5,39215.5,2,3,3,At Risk (High Value)
4293,174.0,6,41591.08,2,3,4,At Risk (High Value)
1133,174.0,7,40784.409999999996,2,3,4,At Risk (High Value)
2149,174.0,8,25213.7,2,4,3,At Risk (High Value)
743,173.0,1,710.93,2,1,1,Lost
2914,173.0,1,5597.0,2,1,1,Lost
4944,173.0,2,21473.04,2,2,2,Lost
3081,173.0,3,14984.32,2,2,2,Lost
4780,173.0,3,19306.12,2,2,2,Lost
3273,173.0,4,11400.06,2,2,2,Lost
2764,173.0,4,17222.260000000002,2,2,2,Lost
3484,173.0,4,31955.53,2,2,3,Lost
2896,173.0,5,32466.14,2,3,3,At Risk (High Value)
2972,173.0,6,32003.12,2,3,3,At Risk (High Value)
4134,173.0,9,55173.4,2,4,4,At Risk (High Value)
3282,172.0,2,5366.83,2,1,1,Lost
1322,172.0,4,16825.65,2,2,2,Lost
2463,172.0,4,20150.72,2,2,2,Lost
3409,172.0,4,31973.39,2,2,3,Lost
553,172.0,5,24469.64,2,3,3,At Risk (High Value)
1443,172.0,5,30714.559999999998,2,3,3,At Risk (High Value)
1144,172.0,6,23012.329999999998,2,3,3,At Risk (High Value)
4850,172.0,6,27740.280000000002,2,3,3,At Risk (High Value)
2241,172.0,6,34798.95,2,3,3,At Risk (High Value)
4482,172.0,6,39243.2,2,3,3,At Risk (High Value)
2909,172.0,7,28461.260000000002,2,3,3,At Risk (High Value)
3597,172.0,7,35746.58,2,3,3,At Risk (High Value)
228,172.0,7,49844.91,2,4,4,At Risk (High Value)
2758,172.0,8,27490.98,2,4,3,At Risk (High Value)
2578,172.0,8,28221.06,2,4,3,At Risk (High Value)
642,172.0,10,66554.88,2,4,4,At Risk (High Value)
4694,171.0,2,16540.86,2,2,2,Lost
2691,171.0,3,5972.68,2,2,1,Lost
2144,171.0,3,6750.91,2,2,1,Lost
1639,171.0,4,9264.88,2,2,1,Lost
740,171.0,5,28512.23,2,3,3,At Risk (High Value)
410,171.0,6,27959.7,2,3,3,At Risk (High Value)
903,171.0,6,36640.43,2,3,3,At Risk (High Value)
4534,171.0,7,28260.21,2,3,3,At Risk (High Value)
332,171.0,8,44199.02,2,4,4,At Risk (High Value)
1625,171.0,9,49545.65,2,4,4,At Risk (High Value)
3608,170.0,1,4700.25,2,1,1,Lost
946,170.0,2,4702.4,2,1,1,Lost
3593,170.0,2,5539.98,2,1,1,Lost
3866,170.0,3,14005.04,2,2,2,Lost
3968,170.0,3,17471.59,2,2,2,Lost
114,170.0,3,19380.66,2,2,2,Lost
49,170.0,5,31868.170000000002,2,3,3,At Risk (High Value)
1172,170.0,5,41029.5,2,3,4,At Risk (High Value)
1998,170.0,6,23986.48,2,3,3,At Risk (High Value)
1260,170.0,6,40249.25,2,3,4,At Risk (High Value)
497,170.0,6,41675.659999999996,2,3,4,At Risk (High Value)
3206,170.0,7,30641.62,2,3,3,At Risk (High Value)
3038,170.0,8,50184.58,2,4,4,At Risk (High Value)
3999,170.0,9,50437.37,2,4,4,At Risk (High Value)
459,170.0,10,41077.26,2,4,4,At Risk (High Value)
1775,169.0,1,9111.57,2,1,1,Lost
1942,169.0,2,9472.22,2,1,1,Lost
573,169.0,2,15142.71,2,2,2,Lost
1351,169.0,2,16499.82,2,2,2,Lost
3516,169.0,3,7612.65,2,2,1,Lost
2673,169.0,3,10643.89,2,2,1,Lost
906,169.0,4,23268.22,2,2,3,Lost
3512,169.0,4,28689.56,2,2,3,Lost
1634,169.0,4,28844.989999999998,2,2,3,Lost
2269,169.0,5,17438.9,2,3,2,Needs Attention
2780,169.0,5,23360.3,2,3,3,At Risk (High Value)
2736,169.0,5,25497.01,2,3,3,At Risk (High Value)
2224,169.0,5,26762.06,2,3,3,At Risk (High Value)
2152,169.0,6,25564.85,2,3,3,At Risk (High Value)
3049,169.0,6,33395.84,2,3,3,At Risk (High Value)
3667,169.0,7,24177.72,2,3,3,At Risk (High Value)
1873,169.0,7,32201.35,2,3,3,At Risk (High Value)
4160,169.0,8,50168.83,2,4,4,At Risk (High Value)
4789,169.0,8,53544.52,2,4,4,At Risk (High Value)
2760,169.0,9,43381.66,2,4,4,At Risk (High Value)
2935,169.0,9,44766.14,2,4,4,At Risk (High Value)
1895,168.0,2,8394.27,2,1,1,Lost
1231,168.0,2,12769.03,2,2,2,Lost
2057,168.0,3,12920.18,2,2,2,Lost
2284,168.0,7,20900.57,2,3,2,Needs Attention
557,168.0,7,29111.53,2,3,3,At Risk (High Value)
3294,168.0,7,33731.48,2,3,3,At Risk (High Value)
2452,168.0,7,35682.72,2,3,3,At Risk (High Value)
4059,168.0,7,39802.53,2,3,3,At Risk (High Value)
2641,168.0,7,47278.72,2,4,4,At Risk (High Value)
3879,168.0,8,41675.17,2,4,4,At Risk (High Value)
1293,167.0,1,5973.6,2,1,1,Lost
4258,167.0,2,3609.98,2,1,1,Lost
1716,167.0,2,7473.27,2,1,1,Lost
1225,167.0,3,15996.990000000002,2,2,2,Lost
4203,167.0,4,20998.530000000002,2,2,2,Lost
9,167.0,4,21168.5,2,2,2,Lost
1947,167.0,4,34444.46,2,3,3,At Risk (High Value)
91,167.0,6,27298.170000000002,2,3,3,At Risk (High Value)
4596,167.0,7,28540.07,2,3,3,At Risk (High Value)
3760,166.0,1,8844.65,2,1,1,Lost
4661,166.0,1,10459.21,2,1,1,Lost
1656,166.0,2,6193.11,2,1,1,Lost
67,166.0,3,6882.97,2,2,1,Lost
2240,166.0,4,13412.78,2,2,2,Lost
2916,166.0,4,16961.010000000002,2,2,2,Lost
2982,166.0,4,20447.25,2,2,2,Lost
1481,166.0,5,34310.3,2,3,3,At Risk (High Value)
3412,166.0,6,25083.93,2,3,3,At Risk (High Value)
1669,166.0,6,28150.53,2,3,3,At Risk (High Value)
1506,166.0,6,34712.79,2,3,3,At Risk (High Value)
3804,166.0,6,35525.46,2,3,3,At Risk (High Value)
2042,166.0,6,38892.78,2,3,3,At Risk (High Value)
1993,166.0,9,49719.79,2,4,4,At Risk (High Value)
3883,166.0,10,46006.77,2,4,4,At Risk (High Value)
4442,166.0,10,49771.34,2,4,4,At Risk (High Value)
